ó^Ç¶ÇΩèdóvìx,0.130000,0.230000,0.120000,0.220000,0.110000,0.210000,0.090000,0.190000,0.080000,0.180000,0.070000,0.170000,0.050000,0.150000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],ãÊä‘ïùÇÃëçòa
144,0.202272, 0.202272,0.148428, 0.148428,0.169795, 0.169795,0.125693, 0.125693,0.097743, 0.097743,0.133569, 0.133569,0.122501, 0.122501,0.000000
145,0.192215, 0.192215,0.127855, 0.127855,0.181450, 0.181450,0.148851, 0.148851,0.148000, 0.148000,0.107128, 0.107128,0.094500, 0.094500,0.000000
146,0.132371, 0.132371,0.187879, 0.187879,0.170053, 0.170053,0.153357, 0.153357,0.093386, 0.093386,0.123840, 0.123840,0.139114, 0.139114,0.000000
147,0.181840, 0.181840,0.160957, 0.160957,0.187589, 0.187589,0.105041, 0.105041,0.160957, 0.160957,0.111165, 0.111165,0.092451, 0.092451,0.000000
148,0.182152, 0.182152,0.151796, 0.151796,0.153951, 0.153951,0.153951, 0.153951,0.102397, 0.102397,0.118057, 0.118057,0.137696, 0.137696,0.000000
149,0.178005, 0.178005,0.203578, 0.203578,0.137217, 0.137217,0.135286, 0.135286,0.133562, 0.133562,0.092612, 0.092612,0.119740, 0.119740,0.000000
150,0.190430, 0.190430,0.182474, 0.182474,0.204408, 0.204408,0.107442, 0.107442,0.111078, 0.111078,0.123723, 0.123723,0.080445, 0.080445,0.000000
151,0.168413, 0.168413,0.165600, 0.165600,0.137211, 0.137211,0.151043, 0.151043,0.114180, 0.114180,0.170275, 0.170275,0.093280, 0.093280,0.000000
152,0.200958, 0.200958,0.187663, 0.187663,0.162653, 0.162653,0.124107, 0.124107,0.119432, 0.119432,0.089477, 0.089477,0.115709, 0.115709,0.000000
153,0.170535, 0.170535,0.166895, 0.166895,0.157492, 0.157492,0.165547, 0.165547,0.136418, 0.136418,0.089765, 0.089765,0.113348, 0.113348,0.000000
154,0.205758, 0.205758,0.163913, 0.163913,0.166654, 0.166654,0.140843, 0.140843,0.135419, 0.135419,0.077780, 0.077780,0.109633, 0.109633,0.000000
