é¿çsâÒêî,P_1,P_2,P_3,P_4,P_5,P_6,ïΩãœ,
324,0.495532,0.000000,0.633434,0.941302,0.323863,0.418266,0.468733, 
325,0.460585,0.681947,0.576025,0.444055,0.558451,0.000000,0.453510, 
326,0.000000,0.585670,0.137335,0.489381,0.635544,0.594112,0.407007, 
327,0.352601,0.649798,0.545853,0.453694,0.780114,0.000000,0.463676, 
328,0.737163,0.399622,0.759166,0.867596,0.250775,0.448997,0.577220, 
329,0.396508,0.000000,0.500771,0.490440,0.504038,0.000000,0.315293, 
330,0.356258,0.779405,0.500448,0.365450,0.339740,0.514548,0.475975, 
331,0.487976,0.000000,0.466518,0.904170,0.043376,0.732071,0.439018, 
332,0.452615,0.773949,0.203509,0.352325,0.389449,0.441822,0.435612, 
333,0.038019,0.196014,0.789684,0.800759,0.609948,0.705139,0.523260, 
334,0.710221,0.718741,0.247005,0.752805,0.475149,0.696265,0.600031, 
335,0.671893,0.601674,0.753365,0.879756,0.274576,0.566031,0.624549, 
336,0.034557,0.959938,0.147398,0.533735,0.721200,0.684032,0.513477, 
337,0.019356,0.712389,0.297242,0.640255,0.733539,0.747956,0.525123, 
338,0.647235,0.388779,0.473964,0.582395,0.564891,0.098616,0.459313, 
339,0.555295,0.000000,0.451163,0.144295,0.919358,0.682672,0.458797, 
340,0.036262,0.095041,0.316959,0.238055,0.149133,0.440992,0.212740, 
341,0.477854,0.338314,0.696746,0.830919,0.490339,0.552914,0.564514, 
342,0.829463,0.560843,0.517913,0.663392,0.795840,0.471858,0.639885, 
343,0.419449,0.646508,0.363489,0.623810,0.755290,0.360082,0.528105, 
344,0.802927,0.293032,0.467003,0.422378,0.569420,0.122418,0.446196, 
345,0.479748,0.000000,0.421541,0.831881,0.407433,0.734178,0.479130, 
346,0.540698,0.697765,0.301445,0.669218,0.707847,0.347599,0.544095, 
347,0.369940,0.889630,0.698426,0.696296,0.811736,0.759090,0.704186, 
348,0.242226,0.872638,0.632517,0.385309,0.478224,0.144940,0.459309, 
349,0.514556,0.128940,0.763094,0.698154,0.993149,0.841950,0.656641, 
350,0.033413,0.287331,0.269533,0.857194,0.474170,0.567146,0.414798, 
351,0.198014,0.437236,0.747974,0.480771,0.920227,0.800826,0.597508, 
352,0.620619,0.847079,0.274553,0.722332,0.656442,0.726011,0.641173, 
